Subcategoria,Periodo,Numero de Turistas,Categoria,Fecha,Indicador,Gastos/Estancia,Tipo de gasto
No disponible,2017,No disponible,Partidas de gasto,2017-01-01,No disponible,13865.22,Gasto en alojamiento
No disponible,2018,No disponible,Partidas de gasto,2018-01-01,No disponible,15301.56,Gasto en alojamiento
No disponible,2019,No disponible,Partidas de gasto,2019-01-01,No disponible,14261.12,Gasto en alojamiento
No disponible,2020,No disponible,Partidas de gasto,2020-01-01,No disponible,3247.47,Gasto en alojamiento
No disponible,2021,No disponible,Partidas de gasto,2021-01-01,No disponible,8898.29,Gasto en alojamiento
No disponible,2022,No disponible,Partidas de gasto,2022-01-01,No disponible,19166.54,Gasto en alojamiento
No disponible,2023,No disponible,Partidas de gasto,2023-01-01,No disponible,11902.08,Gasto en alojamiento
No disponible,2016,No disponible,Partidas de gasto,2016-01-01,No disponible,49659.45,Otros gastos
No disponible,2017,No disponible,Partidas de gasto,2017-01-01,No disponible,55199.55,Otros gastos
No disponible,2018,No disponible,Partidas de gasto,2018-01-01,No disponible,58083.3,Otros gastos
No disponible,2019,No disponible,Partidas de gasto,2019-01-01,No disponible,57920.1,Otros gastos
No disponible,2020,No disponible,Partidas de gasto,2020-01-01,No disponible,15613.87,Otros gastos
No disponible,2021,No disponible,Partidas de gasto,2021-01-01,No disponible,25027.71,Otros gastos
No disponible,2022,No disponible,Partidas de gasto,2022-01-01,No disponible,64937.2,Otros gastos
No disponible,2023,No disponible,Partidas de gasto,2023-01-01,No disponible,51141.37,Otros gastos
